57404312213102573130535121623701575324660752536153337662374157531437046612335353163756240153524131576357403153520146143661013724660733535321375624015352414060075253527613574301533301615357376157466121,{b'a': [(5, 7)], b'b': [(2, 2), (4, 5), (5, 4), (6, 5)], b'c': [(4, 4), (7, 5)], b'd': [(3, 1), (4, 3)], b'e': [(0, 1), (1, 4), (3, 0), (4, 1), (7, 6)], b'f': [(1, 0), (3, 4), (7, 0)], b'g': [(0, 7), (1, 2), (6, 2)], b'h': [(3, 3), (5, 2)], b'i': [(1, 1), (6, 0), (6, 6)], b'j': [(4, 7), (7, 3)], b'k': [(0, 0), (0, 6), (3, 5), (5, 5)], b'l': [(0, 4), (2, 4), (4, 6), (7, 7)], b'm': [(0, 2), (1, 3), (2, 7), (7, 1)], b'n': [(4, 0)], b'o': [(1, 6), (2, 1)], b'p': [(2, 6)], b'q': [(3, 2), (4, 2), (7, 4)], b'r': [(3, 7)], b's': [(3, 6), (6, 1)], b't': [(5, 3)], b'u': [(0, 5), (5, 6)], b'v': [(6, 4), (6, 7)], b'w': [(5, 0), (5, 1)], b'x': [(0, 3), (1, 5), (2, 3), (2, 5), (7, 2)], b'y': [(1, 7), (6, 3)], b'z': [(2, 0)]}
16474351511770651566214666517037250633156217216174666554747135746151173751037407252730637161473651177300255236747165447466177440775161005115744251747655551174715552665570445633261527713311210665707471,{b'a': [(1, 7), (3, 5)], b'b': [(3, 4), (4, 2), (5, 6), (7, 5)], b'c': [(5, 2)], b'd': [(1, 0), (2, 3), (3, 7), (4, 0)], b'e': [(2, 1), (3, 0), (5, 1), (5, 5)], b'f': [(0, 2), (0, 6), (3, 2), (7, 3)], b'g': [(1, 6)], b'h': [(6, 6), (7, 1)], b'i': [(2, 4), (3, 3), (4, 7)], b'j': [(0, 7), (6, 7)], b'k': [(3, 6)], b'l': [(0, 0), (6, 1)], b'm': [(0, 4), (2, 6)], b'n': [(1, 1)], b'o': [(2, 5), (6, 5)], b'p': [(4, 5), (4, 6), (6, 3)], b'q': [(1, 4)], b'r': [(2, 0), (6, 2), (7, 0)], b's': [(0, 3), (1, 5), (2, 7)], b't': [(7, 4)], b'u': [(4, 4), (5, 4)], b'v': [(4, 3), (5, 3), (6, 4), (7, 2)], b'w': [(7, 6), (7, 7)], b'x': [(0, 1), (0, 5), (2, 2), (4, 1)], b'y': [(1, 2), (1, 3), (5, 0), (5, 7)], b'z': [(3, 1), (6, 0)]}
64105663127054211021362361547131165635106617571012316173601666144510546405452313516410563112032345102110735763421524511066437610201366564564105664716327544036153756744510776466147543563521367764667406,{b'a': [(0, 5), (1, 2), (2, 0), (7, 1)], b'b': [(4, 1), (6, 1)], b'c': [(5, 7), (7, 6)], b'd': [(0, 6), (0, 7), (2, 4), (4, 7), (5, 0)], b'e': [(2, 3), (5, 4), (7, 3), (7, 7)], b'f': [(3, 5)], b'g': [(3, 3), (5, 2), (7, 5)], b'h': [(1, 0), (3, 6)], b'i': [(6, 6)], b'j': [(0, 2), (2, 5)], b'k': [(0, 3), (0, 4), (2, 7)], b'l': [(6, 3)], b'm': [(2, 6), (3, 1)], b'n': [(1, 4), (7, 4)], b'o': [(4, 2), (5, 6)], b'p': [(2, 2), (3, 7), (6, 7)], b'q': [(1, 1), (5, 5)], b'r': [(1, 3), (6, 0)], b's': [(1, 6), (1, 7), (3, 2), (4, 3), (4, 6), (5, 1)], b't': [(2, 1), (4, 0), (4, 5)], b'u': [(1, 5)], b'v': [(0, 0), (0, 1), (5, 3), (6, 2)], b'w': [(6, 4)], b'x': [(3, 0), (4, 4), (6, 5)], b'y': [(3, 4), (7, 0)], b'z': [(7, 2)]}
43144070765226136170704540722040154343140443131402151415760315237203404314334043141101235215647735307226237426715240431466625223654052667752445557230362434314404776525144771043140274237605741455032621,{b'a': [(0, 0), (0, 4), (5, 5), (5, 6)], b'b': [(2, 5), (5, 0)], b'c': [(1, 5)], b'd': [(2, 6)], b'e': [(2, 3), (4, 0)], b'f': [(1, 0), (2, 0), (6, 6)], b'g': [(3, 4), (7, 3)], b'h': [(1, 4)], b'i': [(0, 2), (3, 6), (6, 1)], b'j': [(4, 1)], b'k': [(4, 6), (5, 1), (5, 7)], b'l': [(3, 2), (3, 5), (4, 2), (7, 0), (7, 5)], b'm': [(0, 1), (3, 3), (6, 0)], b'n': [(0, 3), (7, 4)], b'o': [(3, 0), (6, 2), (7, 6), (7, 7)], b'p': [(4, 5)], b'q': [(1, 2), (1, 7), (2, 4), (3, 1)], b'r': [(5, 2), (7, 2)], b's': [(2, 1), (4, 4), (6, 3)], b't': [(4, 3)], b'u': [(1, 6), (5, 4), (7, 1)], b'v': [(3, 7), (6, 5)], b'w': [(0, 5), (1, 3), (4, 7)], b'x': [(0, 6), (2, 2)], b'y': [(1, 1), (2, 7), (6, 4)], b'z': [(0, 7), (5, 3), (6, 7)]}
61402161525101526563773321051263256156521045315215211276420161432131614303326357031076575603213511104522107752564576227745525161314321313143635663576377762652332446212210111045111052420154310163036154,{b'a': [(2, 1)], b'b': [(1, 2), (5, 7)], b'c': [(0, 4), (2, 6), (5, 0), (7, 2)], b'd': [(4, 1), (5, 3)], b'e': [(0, 3), (6, 3)], b'f': [(0, 6), (1, 3), (2, 3), (2, 7), (6, 4)], b'g': [(4, 5)], b'h': [(4, 0), (4, 3)], b'i': [(1, 1), (2, 2)], b'j': [(6, 2), (7, 4)], b'k': [(3, 5), (4, 7)], b'l': [(1, 5), (4, 6), (6, 6)], b'm': [(3, 3)], b'n': [(1, 0), (7, 7)], b'o': [(5, 2), (7, 6)], b'p': [(2, 4)], b'q': [(1, 4), (1, 6), (3, 7), (5, 5), (6, 7)], b'r': [(0, 1), (3, 2), (5, 6)], b's': [(2, 0), (2, 5), (5, 4)], b't': [(3, 1), (6, 1)], b'u': [(1, 7), (3, 0), (4, 2), (5, 1)], b'v': [(3, 6), (4, 4), (6, 0)], b'w': [(0, 0), (0, 2), (7, 1)], b'x': [(6, 5), (7, 3), (7, 5)], b'y': [(0, 5), (3, 4)], b'z': [(0, 7), (7, 0)]}
04532524623720715425176746026765536553677765544500506746035367016775316734676153615325104565532501752577033600202711706240124304615325274560623304536740316356677053676506464725045306550330706770623200,{b'a': [(3, 6), (4, 5)], b'b': [(1, 2)], b'c': [(1, 6), (2, 3), (6, 3)], b'd': [(2, 0), (5, 1), (7, 0)], b'e': [(2, 5), (6, 7)], b'f': [(1, 0), (3, 3), (4, 1), (5, 7)], b'g': [(0, 5), (1, 4), (4, 4), (5, 0)], b'h': [(5, 3)], b'i': [(1, 1), (3, 0), (3, 1)], b'j': [(7, 3)], b'k': [(5, 6)], b'l': [(2, 4), (7, 5)], b'm': [(0, 7), (2, 1), (2, 6), (7, 4)], b'n': [(0, 0), (4, 7)], b'o': [(6, 2), (6, 6)], b'p': [(5, 5), (7, 1)], b'q': [(5, 2)], b'r': [(0, 1), (3, 7), (4, 6), (5, 4), (7, 6)], b's': [(0, 3), (1, 7), (7, 7)], b't': [(0, 4), (6, 1), (6, 5)], b'u': [(0, 6), (4, 3)], b'v': [(0, 2), (1, 3), (3, 4), (7, 2)], b'w': [(2, 7), (3, 2), (4, 0)], b'x': [(4, 2)], b'y': [(1, 5), (6, 0)], b'z': [(2, 2), (3, 5), (6, 4)]}
42046746743652776742242742542652426742045052577374624226525771141336332700626126517465264241464674733333617456234247674247264204264267424703417067424150335267623333242717174630610061145104716257272133,{b'a': [(2, 6), (2, 7)], b'b': [(2, 5), (3, 7), (5, 6)], b'c': [(0, 3), (4, 4), (7, 7)], b'd': [(5, 7)], b'e': [(6, 5), (6, 7), (7, 3)], b'f': [(1, 0), (6, 6)], b'g': [(1, 3), (5, 1), (7, 5)], b'h': [(0, 4), (2, 4), (4, 7)], b'i': [(3, 4), (3, 6), (6, 3), (7, 1)], b'j': [(2, 0), (5, 5)], b'k': [(0, 5), (6, 4)], b'l': [(0, 0), (1, 7), (3, 2)], b'm': [(0, 1), (1, 1), (5, 3), (6, 0), (7, 6)], b'n': [(1, 4), (5, 2)], b'o': [(4, 1), (6, 1)], b'p': [(4, 6)], b'q': [(0, 6), (1, 2), (1, 5)], b'r': [(3, 0), (7, 4)], b's': [(3, 3), (6, 2)], b't': [(4, 2)], b'u': [(2, 3), (5, 0)], b'v': [(0, 2), (7, 0)], b'w': [(3, 5), (4, 3), (5, 4)], b'x': [(3, 1), (4, 0), (4, 5)], b'y': [(1, 6), (2, 1), (7, 2)], b'z': [(0, 7), (2, 2)]}
27303067632210565041050405440656254337677322133627534143432022044127561331406745443030446243606720227230112422451002614663416224226720411056234151132437263643205643204151432022700522674410061121275631,{b'a': [(1, 1), (2, 7)], b'b': [(5, 7)], b'c': [(2, 4)], b'd': [(4, 2), (4, 7), (5, 4)], b'e': [(2, 2), (3, 6), (4, 1)], b'f': [(0, 1), (1, 2), (1, 6), (4, 5)], b'g': [(2, 1), (7, 5)], b'h': [(2, 0), (6, 3), (7, 3)], b'i': [(5, 6)], b'j': [(3, 2), (7, 6)], b'k': [(1, 5), (6, 5), (7, 4)], b'l': [(3, 0)], b'm': [(2, 6), (3, 3), (6, 1)], b'n': [(0, 6), (1, 4), (2, 5), (3, 1), (6, 2)], b'o': [(0, 2), (3, 7), (4, 0), (6, 0)], b'p': [(0, 3), (7, 2)], b'q': [(0, 7), (1, 7), (5, 2)], b'r': [(0, 5), (1, 0), (5, 1)], b's': [(0, 4), (1, 3)], b't': [(4, 3), (6, 7)], b'u': [(4, 4)], b'v': [(2, 3), (5, 0)], b'w': [(3, 4), (4, 6)], b'x': [(0, 0), (7, 7)], b'y': [(5, 3), (6, 6), (7, 0), (7, 1)], b'z': [(3, 5), (5, 5), (6, 4)]}
25354711213533553535471435573131774416777562700447744231476446475104031444122451542106143505143325441262055177704425353137627546357055615125310604214411353503201135751144156203173511537037143547063570,{b'a': [(0, 5), (4, 7), (7, 5)], b'b': [(5, 7)], b'c': [(2, 6), (5, 5)], b'd': [(0, 4), (6, 4)], b'e': [(3, 1), (7, 0)], b'f': [(7, 2)], b'g': [(0, 0), (1, 7), (2, 7), (7, 1)], b'h': [(3, 5)], b'i': [(0, 3), (3, 3), (4, 4), (5, 3)], b'j': [(1, 0), (4, 0)], b'k': [(2, 4), (6, 7)], b'l': [(6, 5), (7, 4)], b'm': [(2, 0), (6, 2)], b'n': [(0, 6), (5, 1), (5, 2), (7, 7)], b'o': [(5, 4), (6, 1)], b'p': [(3, 0), (3, 2)], b'q': [(0, 2), (6, 6)], b'r': [(3, 7), (4, 2), (4, 3)], b's': [(1, 2), (1, 5), (1, 6)], b't': [(1, 1), (1, 4), (2, 5)], b'u': [(0, 7), (3, 4), (6, 3)], b'v': [(2, 2), (5, 0), (5, 6)], b'w': [(2, 1), (7, 6)], b'x': [(1, 3), (3, 6), (4, 1)], b'y': [(2, 3), (4, 6)], b'z': [(0, 1), (4, 5), (6, 0), (7, 3)]}
20126621174633131366547417741026255314467505062017742414176705125321166677362446535534170410151005231275263354166730331110201416661423161116001614411217137512534111166433054617051410261220231254166767,{b'a': [(5, 3), (6, 6)], b'b': [(4, 3), (5, 1), (7, 1), (7, 6)], b'c': [(4, 6)], b'd': [(0, 4), (7, 4)], b'e': [(1, 6), (1, 7)], b'f': [(0, 1), (0, 6), (3, 0), (6, 5)], b'g': [(2, 3)], b'h': [(1, 2)], b'i': [(0, 5), (2, 0)], b'j': [(4, 2), (5, 2), (6, 4), (7, 3)], b'k': [(2, 2), (3, 2), (3, 5), (4, 4)], b'l': [(3, 4), (5, 5), (5, 6), (7, 7)], b'm': [(1, 0), (1, 3)], b'n': [(1, 4), (3, 7), (5, 4)], b'o': [(2, 4), (3, 3), (4, 5)], b'p': [(6, 0)], b'q': [(6, 3)], b'r': [(1, 1), (2, 7)], b's': [(2, 5), (3, 6), (6, 7)], b't': [(4, 1), (7, 5)], b'u': [(0, 2), (5, 0)], b'v': [(0, 0), (2, 1), (7, 0)], b'w': [(0, 3), (3, 1)], b'x': [(0, 7), (4, 7), (5, 7), (6, 2)], b'y': [(1, 5), (2, 6)], b'z': [(4, 0), (6, 1), (7, 2)]}
46433755235241370602144717634037170063727426500055552352261737724037765046045061265523402317674502630355235237401744706355174053456164047463725523400117671602635355015237405066206355502652403752160257,{b'a': [(6, 1), (7, 4)], b'b': [(2, 6)], b'c': [(4, 1)], b'd': [(7, 2)], b'e': [(4, 0), (5, 2)], b'f': [(4, 4), (4, 6), (6, 6)], b'g': [(0, 3), (4, 7), (5, 3)], b'h': [(0, 1), (2, 3)], b'i': [(0, 2), (6, 4)], b'j': [(3, 5), (4, 2)], b'k': [(0, 7), (1, 2), (3, 3), (5, 1), (6, 0), (6, 5)], b'l': [(1, 6), (2, 1), (2, 4), (4, 5)], b'm': [(0, 4), (2, 5), (5, 7)], b'n': [(6, 3)], b'o': [(1, 7), (4, 3), (5, 0)], b'p': [(0, 5), (2, 7), (3, 1)], b'q': [(1, 3), (3, 6), (5, 4)], b'r': [(3, 7)], b's': [(1, 4), (7, 6)], b't': [(5, 5)], b'u': [(0, 0), (2, 0), (7, 0), (7, 1)], b'v': [(1, 5), (3, 2), (7, 7)], b'w': [(3, 0), (5, 6), (6, 2), (6, 7), (7, 3)], b'x': [(2, 2), (3, 4)], b'y': [(0, 6), (1, 1)], b'z': [(1, 0), (7, 5)]}
40232750000176116503500077700150676015211511561137010060016127500670356226552527666752754143016113276615701142266134245765442700252600075577770062000127662421616026066001500660063534273527507177616226,{b'a': [(0, 0), (1, 1)], b'b': [(2, 1), (5, 4)], b'c': [(1, 2)], b'd': [(2, 6), (4, 1), (4, 7), (6, 3), (7, 6)], b'e': [(0, 6), (1, 5), (2, 4), (6, 7), (7, 1)], b'f': [(1, 3), (3, 4)], b'g': [(5, 7)], b'h': [(5, 0), (6, 6)], b'i': [(4, 0), (5, 5), (7, 5)], b'j': [(2, 0), (7, 4)], b'k': [(3, 0), (3, 6)], b'l': [(3, 7), (7, 0), (7, 7)], b'm': [(0, 4), (3, 1), (5, 2)], b'n': [(2, 3), (2, 5), (4, 2), (5, 6)], b'o': [(3, 5), (6, 1)], b'p': [(0, 7), (4, 4)], b'q': [(5, 3), (6, 4)], b'r': [(3, 3), (6, 0), (6, 2), (7, 2)], b's': [(0, 3), (4, 3)], b't': [(0, 1), (2, 7)], b'u': [(1, 0), (4, 5), (5, 1), (7, 3)], b'v': [(1, 4)], b'w': [(4, 6)], b'x': [(0, 5), (1, 7), (2, 2)], b'y': [(3, 2), (6, 5)], b'z': [(0, 2), (1, 6)]}
66013034655573166522600771606434053723665560144113524133141455346571344265225705674471473744377155647441340503337455646641447454341134657307146474412211555337276570450322267323277055732602603414517432,{b'a': [(5, 3), (7, 0), (7, 1)], b'b': [(4, 3), (6, 3)], b'c': [(1, 7), (2, 3), (5, 7), (6, 2)], b'd': [(2, 6), (6, 4)], b'e': [(0, 3), (3, 7), (7, 3)], b'f': [(4, 1)], b'g': [(0, 7), (1, 5)], b'h': [(0, 5), (4, 4), (6, 5)], b'i': [(2, 2), (6, 7), (7, 6)], b'j': [(5, 0)], b'k': [(1, 2), (3, 5)], b'l': [(2, 7), (3, 3)], b'm': [(0, 1), (0, 6), (1, 3)], b'n': [(6, 0)], b'o': [(1, 4), (6, 6), (7, 4)], b'p': [(0, 4), (3, 6), (6, 1), (7, 7)], b'q': [(4, 6), (5, 6), (7, 2)], b'r': [(5, 5)], b's': [(1, 1), (1, 6), (5, 4)], b't': [(3, 4)], b'u': [(0, 2), (3, 2), (4, 0)], b'v': [(2, 0), (4, 5), (4, 7)], b'w': [(0, 0), (2, 4), (4, 2), (7, 5)], b'x': [(3, 1)], b'y': [(2, 1), (2, 5), (3, 0), (5, 1), (5, 2)], b'z': [(1, 0)]}
36602415566002605762157117461124602755571500246002465147245725061120464145156775764724151111246020151260161562201566642060231547246055607611462360112460551124570515475755174607472457714652601231464671,{b'a': [(1, 5)], b'b': [(0, 4), (2, 7), (5, 4)], b'c': [(0, 0), (2, 5)], b'd': [(4, 5), (6, 3), (6, 4), (7, 6)], b'e': [(5, 7), (6, 0)], b'f': [(0, 7), (3, 0), (4, 1), (5, 1)], b'g': [(1, 3), (2, 3), (2, 6), (3, 3)], b'h': [(2, 4)], b'i': [(0, 6), (7, 5)], b'j': [(3, 7), (7, 0)], b'k': [(2, 1)], b'l': [(7, 1)], b'm': [(1, 6), (7, 3)], b'n': [(4, 2), (4, 4), (6, 2), (6, 6)], b'o': [(4, 6)], b'p': [(3, 1), (3, 5), (6, 5)], b'q': [(0, 1), (2, 2), (3, 2), (4, 0)], b'r': [(1, 2), (5, 5)], b's': [(0, 2), (1, 7), (4, 3)], b't': [(1, 1), (4, 7)], b'u': [(0, 3), (1, 4), (6, 1), (7, 2), (7, 4)], b'v': [(5, 6), (6, 7)], b'w': [(0, 5), (3, 4), (5, 2), (5, 3)], b'x': [(1, 0), (5, 0)], b'y': [(2, 0), (3, 6)], b'z': [(7, 7)]}
30046074453205461645057167230246234642150625171653436764604567602421050053434660053221012145203216711745051421531613174476460413350146104760464254434002677144234642130064046020570267714046541716476760,{b'a': [(2, 1)], b'b': [(1, 4), (6, 4)], b'c': [(3, 3), (5, 2), (6, 1), (6, 6)], b'd': [(0, 0), (0, 6), (3, 5), (6, 2)], b'e': [(1, 7), (5, 5), (6, 7)], b'f': [(3, 0)], b'g': [(0, 1), (5, 4)], b'h': [(0, 2), (4, 3), (4, 7)], b'i': [(4, 4), (4, 5)], b'j': [(1, 1), (2, 7)], b'k': [(4, 1), (6, 5), (7, 0)], b'l': [(1, 3), (1, 5)], b'm': [(7, 1)], b'n': [(0, 5), (2, 0)], b'o': [(4, 6)], b'p': [(2, 6), (7, 5)], b'q': [(0, 7), (1, 2), (3, 1), (7, 3)], b'r': [(6, 0)], b's': [(2, 4), (2, 5), (3, 2)], b't': [(1, 0), (1, 6), (4, 0), (5, 3), (5, 7), (7, 7)], b'u': [(0, 4), (4, 2)], b'v': [(2, 2), (3, 4), (3, 6), (5, 0)], b'w': [(2, 3), (5, 6), (7, 6)], b'x': [(0, 3), (3, 7)], b'y': [(6, 3), (7, 4)], b'z': [(5, 1), (7, 2)]}
56765647723763664757537456134213363056130133156757256017572251637324564730671515371530445661516715744757476263256347643156473627363556134742571225575122560757202156270751146351276215562430475613371215,{b'a': [(5, 7)], b'b': [(3, 7), (5, 0)], b'c': [(0, 4), (3, 4), (5, 3), (7, 0)], b'd': [(0, 0), (4, 1), (7, 2), (7, 3)], b'e': [(1, 5), (6, 0), (6, 3)], b'f': [(1, 0), (1, 6), (2, 4), (3, 2)], b'g': [(0, 5), (3, 5), (6, 6)], b'h': [(1, 4), (4, 4), (6, 7)], b'i': [(2, 2), (2, 7), (7, 4)], b'j': [(4, 5), (5, 4)], b'k': [(4, 0), (4, 3)], b'l': [(1, 2), (2, 0), (7, 6)], b'm': [(1, 1), (3, 1), (6, 2)], b'n': [(0, 7), (3, 6), (6, 5)], b'o': [(5, 6)], b'p': [(5, 5)], b'q': [(0, 2), (7, 1)], b'r': [(4, 7)], b's': [(0, 1), (2, 1), (4, 2)], b't': [(3, 0), (5, 1)], b'u': [(1, 3), (6, 1)], b'v': [(0, 6), (2, 3), (2, 5)], b'w': [(1, 7), (3, 3), (5, 2)], b'x': [(7, 5)], b'y': [(6, 4)], b'z': [(0, 3), (2, 6), (4, 6), (7, 7)]}
70262403077154770475016173532661276234664364547767460701264052265145477566255411702624005431752624061666747452613657706124070361357701061164315361126147661524773104166604753631452630404057245734774012,{b'a': [(7, 7)], b'b': [(3, 6), (5, 1)], b'c': [(1, 0), (4, 2), (7, 2)], b'd': [(0, 6), (1, 2), (1, 4)], b'e': [(0, 7), (3, 1), (5, 6), (5, 7)], b'f': [(4, 7), (7, 0)], b'g': [(2, 5), (5, 2), (5, 3)], b'h': [(5, 4), (6, 4)], b'i': [(6, 6)], b'j': [(3, 2)], b'k': [(2, 2)], b'l': [(0, 4), (7, 4), (7, 5)], b'm': [(3, 7)], b'n': [(0, 1), (6, 5)], b'o': [(2, 6), (6, 1)], b'p': [(2, 1), (3, 3), (4, 4)], b'q': [(0, 5), (1, 3), (5, 0)], b'r': [(2, 4), (4, 0)], b's': [(1, 5), (6, 7), (7, 1)], b't': [(0, 0), (1, 1), (4, 3), (4, 6), (6, 2), (7, 3)], b'u': [(2, 0), (2, 7), (3, 0), (3, 5), (6, 3)], b'v': [(1, 7), (2, 3), (4, 1)], b'w': [(1, 6), (3, 4)], b'x': [(0, 2), (5, 5)], b'y': [(0, 3), (4, 5)], b'z': [(6, 0), (7, 6)]}
15676757250141265077642550422215135056760703437721271533570300433725216630072511253750273317712521170040770405310515334307112122036704271164434564671541027616224163216425413140746640215204326277150101,{b'a': [(1, 5), (4, 3)], b'b': [(6, 0)], b'c': [(2, 0), (6, 1)], b'd': [(0, 2), (1, 1)], b'e': [(0, 3), (2, 5), (5, 0), (7, 2)], b'f': [(3, 2)], b'g': [(4, 6), (5, 6)], b'h': [(0, 0), (2, 2), (6, 4)], b'i': [(4, 0), (4, 1)], b'j': [(5, 4), (6, 5)], b'k': [(2, 6)], b'l': [(0, 1), (6, 7)], b'm': [(1, 4), (3, 6), (5, 3), (5, 5), (6, 3)], b'n': [(0, 7), (1, 6), (3, 1), (7, 1)], b'o': [(0, 4), (1, 7), (7, 6)], b'p': [(4, 2)], b'q': [(2, 3), (2, 4), (7, 4)], b'r': [(2, 7), (3, 0)], b's': [(7, 7)], b't': [(2, 1), (4, 5)], b'u': [(6, 2), (6, 6)], b'v': [(1, 3), (3, 7), (4, 7)], b'w': [(0, 5), (4, 4), (5, 7)], b'x': [(1, 0), (3, 4), (3, 5), (7, 3)], b'y': [(1, 2), (3, 3), (5, 1), (5, 2), (7, 0)], b'z': [(0, 6), (7, 5)]}
73326217163363451671505015353143177431712232451717163333446517171633474543740606516417241133007102067413733551521717723333154121357376550217431772333352742217721743335041263617647733503540332117163333,{b'a': [(7, 1), (7, 3), (7, 4)], b'b': [(0, 7), (4, 4), (5, 4), (6, 7)], b'c': [(2, 0)], b'd': [(3, 6), (6, 2), (7, 7)], b'e': [(3, 3)], b'f': [(1, 4), (1, 5)], b'g': [(1, 3), (3, 1)], b'h': [(1, 6), (4, 3), (7, 2)], b'i': [(0, 2), (2, 2), (3, 5)], b'j': [(5, 3)], b'k': [(0, 3), (0, 4), (1, 0)], b'l': [(0, 6), (5, 0)], b'm': [(1, 2), (5, 7), (6, 0), (6, 6), (7, 6)], b'n': [(3, 2), (4, 2), (5, 1)], b'o': [(4, 1), (6, 4)], b'p': [(0, 5), (2, 4), (3, 0)], b'q': [(6, 1)], b'r': [(1, 1), (2, 1), (2, 6)], b's': [(3, 7), (4, 5), (5, 2)], b't': [(1, 7)], b'u': [(6, 5)], b'v': [(0, 0), (4, 0)], b'w': [(2, 3), (5, 5)], b'x': [(2, 5), (2, 7), (3, 4), (4, 6), (5, 6), (7, 5)], b'y': [(0, 1), (4, 7), (6, 3)], b'z': [(7, 0)]}
71070014046232452420656352015377414042032463535522146343635061667177154004257161221604675522144116711415526106047663202543721363514214630532506672734203436777611261406307225276326206632563770401670423,{b'a': [(0, 0), (2, 0), (2, 2)], b'b': [(1, 3)], b'c': [(1, 1)], b'd': [(0, 5), (7, 6)], b'e': [(0, 4), (1, 5), (4, 1), (6, 3)], b'f': [(3, 7), (5, 0), (6, 2)], b'g': [(1, 6), (3, 6)], b'h': [(0, 6), (0, 7), (4, 0), (5, 5)], b'i': [(5, 3), (6, 7), (7, 1)], b'j': [(3, 4), (4, 7)], b'k': [(2, 6), (4, 6), (6, 5)], b'l': [(4, 3), (5, 1)], b'm': [(0, 1), (5, 6), (6, 6)], b'n': [(5, 2), (7, 7)], b'o': [(1, 2), (3, 2), (4, 2)], b'p': [(0, 2), (4, 4), (5, 4)], b'q': [(6, 4)], b'r': [(2, 5), (4, 5)], b's': [(2, 3), (2, 4), (7, 3)], b't': [(6, 1)], b'u': [(0, 3), (6, 0), (7, 5)], b'v': [(1, 4)], b'w': [(1, 0), (3, 0), (5, 7), (7, 0)], b'x': [(2, 1)], b'y': [(1, 7), (3, 3), (7, 2)], b'z': [(2, 7), (3, 1), (3, 5), (7, 4)]}
15416271627115411452721515413225355545623142021645461106045071701726711655726464327150761541454626673555243632234703713245413170415071451635556302154504426404474273155570714504730042345067710446020273,{b'a': [(4, 7), (5, 0)], b'b': [(0, 7), (3, 6)], b'c': [(2, 3)], b'd': [(2, 4), (7, 3)], b'e': [(0, 4), (2, 6), (3, 2)], b'f': [(1, 6), (3, 4), (5, 3)], b'g': [(6, 3)], b'h': [(4, 1), (4, 4), (4, 6)], b'i': [(0, 0), (5, 6), (6, 2), (7, 6)], b'j': [(4, 0), (5, 1), (5, 4), (6, 5)], b'k': [(2, 7), (4, 3), (7, 4)], b'l': [(5, 2), (6, 7)], b'm': [(0, 6), (6, 4)], b'n': [(0, 1), (4, 2), (6, 1)], b'o': [(0, 2), (3, 1), (3, 5), (7, 2)], b'p': [(1, 2), (2, 2), (2, 5), (6, 0), (7, 7)], b'q': [(3, 3), (3, 7)], b'r': [(1, 7), (5, 5)], b's': [(7, 1)], b't': [(1, 5), (4, 5)], b'u': [(0, 3), (7, 0)], b'v': [(1, 3), (2, 0), (6, 6)], b'w': [(0, 5), (3, 0), (5, 7), (7, 5)], b'x': [(1, 0)], b'y': [(1, 1), (1, 4)], b'z': [(2, 1)]}
71373332675431423771400141150255453302671036476277372425506671375400230203327724233731272554665027557407436023405335016740373167070274072755653775326037015016715560565002716271406316152500370141150255,{b'a': [(0, 7), (5, 0), (5, 4)], b'b': [(4, 7)], b'c': [(1, 7), (4, 5), (7, 0), (7, 3)], b'd': [(2, 0), (3, 6), (5, 5)], b'e': [(0, 1), (1, 0), (2, 4), (6, 0), (6, 2)], b'f': [(5, 3), (6, 3)], b'g': [(2, 6)], b'h': [(3, 7), (4, 0)], b'i': [(2, 1), (3, 1), (5, 2)], b'j': [(0, 5), (1, 4)], b'k': [(4, 3)], b'l': [(3, 4), (3, 5), (4, 1)], b'm': [(2, 5), (6, 4), (7, 4)], b'n': [(2, 7), (6, 6)], b'o': [(1, 5), (7, 5)], b'p': [(4, 4), (5, 6), (7, 2)], b'q': [(1, 1), (1, 3)], b'r': [(0, 2), (1, 6)], b's': [(3, 2), (6, 7)], b't': [(0, 0), (2, 3), (4, 2), (7, 1), (7, 7)], b'u': [(0, 3), (3, 3)], b'v': [(1, 2), (6, 1), (7, 6)], b'w': [(0, 4), (6, 5)], b'x': [(4, 6)], b'y': [(3, 0), (5, 7)], b'z': [(0, 6), (2, 2), (5, 1)]}
